"screen_name","created_at","tweet_id","text","extended_tweet","in_reply_to_screen_name","in_reply_to_status_id","retweet_count","favorite_count","truncated","language","in_reply_to_user_id"
"CMEGroup","2020-05-06 14:01:00","1258034030139883522","R A T E S   R E C A P

1️⃣ SOFR turns 2

2️⃣ Details on 3-Yr Treasuries

3️⃣ Liquidity during Q1 volatility

👉 https://t.co/qdU6fcHuHe","R A T E S   R E C A P

1️⃣ SOFR turns 2

2️⃣ Details on 3-Yr Treasuries

3️⃣ Liquidity during Q1 volatility

👉 https://t.co/qdU6fcHuHe",,,"4","3",,"en",
"DaVita","2020-05-06 14:01:30","1258034156744904704","As stay-at-home orders are changing Dr. G. encourages people on dialysis to continue to stay at home as much as pos… https://t.co/2YXa7NJSHI","As stay-at-home orders are changing Dr. G. encourages people on dialysis to continue to stay at home as much as pos… https://t.co/2YXa7NJSHI",,,"4","9",,"en",
"WTWcorporate","2020-05-06 14:02:07","1258034312332574722","Why conduct a post #COVID19 debrief? Your organization could yield information to refine business continuity plans… https://t.co/2asz3JCCMN","Why conduct a post #COVID19 debrief? Your organization could yield information to refine business continuity plans… https://t.co/2asz3JCCMN",,,"0","2",,"en",
"MicrochipTech","2020-05-06 14:02:15","1258034345039847425","Live in one hour! Register now for our Shields UP! Webinar: Quantum Public Key Infrastructure. Click to register:… https://t.co/VS7Fi7Bp0e","Live in one hour! Register now for our Shields UP! Webinar: Quantum Public Key Infrastructure. Click to register:… https://t.co/VS7Fi7Bp0e",,,"0","5",,"en",
"WhirlpoolCorp","2020-05-06 14:02:28","1258034398341070849","Give your customers the gift of more space and cleaning power with the new line of innovative #dishwashers from… https://t.co/MTtqKxE0lM","Give your customers the gift of more space and cleaning power with the new line of innovative #dishwashers from… https://t.co/MTtqKxE0lM",,,"0","1",,"en",
"JacobsConnects","2020-05-06 14:05:17","1258035108650590208","“What we do always evokes, it involves, it produces an ethical question as well as a technical question.” Check out… https://t.co/L8wdQnEumm","“What we do always evokes, it involves, it produces an ethical question as well as a technical question.” Check out… https://t.co/L8wdQnEumm",,,"2","5",,"en",
"Emerson_News","2020-05-06 14:07:10","1258035580065251329","Emerson’s 13th Annual International AVENTICS Pneumobile Competition Award Ceremony is on May 8th. This incredible c… https://t.co/IinN19gVnn","Emerson’s 13th Annual International AVENTICS Pneumobile Competition Award Ceremony is on May 8th. This incredible c… https://t.co/IinN19gVnn",,,"4","7",,"en",
"IFF","2020-05-06 14:08:33","1258035929954029568","We’re proud to be a 2020 @DiversityInc Noteworthy Co. Thanks to all the IFFers who are committed to doing more good… https://t.co/6jQXEyZxrM","We’re proud to be a 2020 @DiversityInc Noteworthy Co. Thanks to all the IFFers who are committed to doing more good… https://t.co/6jQXEyZxrM",,,"3","8",,"en",
"FastenalCompany","2020-05-06 14:10:07","1258036322381508608","Blue·​print  |  ˈblü-ˌprint

A detailed plan or program of action.

""At Fastenal, we work with customers to give th… https://t.co/1rhiNY2GIX","Blue·​print  |  ˈblü-ˌprint

A detailed plan or program of action.

""At Fastenal, we work with customers to give th… https://t.co/1rhiNY2GIX",,,"0","4",,"en",
"IBM","2020-05-06 14:10:46","1258036487955849217","In her Innovation Talk at #Think2020, Grammy award-winning artist @imogenheap discusses her partnership with IBM an… https://t.co/8Gq1CJlScJ","In her Innovation Talk at #Think2020, Grammy award-winning artist @imogenheap discusses her partnership with IBM an… https://t.co/8Gq1CJlScJ",,,"45","80",,"en",
"ViacomCBS","2020-05-06 14:11:31","1258036675084726273","We mobilized the #ViacomCBS portfolio for the #AloneTogether campaign to educate audiences worldwide on the importa… https://t.co/COBbqN14uC","We mobilized the #ViacomCBS portfolio for the #AloneTogether campaign to educate audiences worldwide on the importa… https://t.co/COBbqN14uC",,,"3","5",,"en",
"biogen","2020-05-06 14:12:12","1258036848489881600","Happy National #NursesWeek to all the incredible #nurses who provide outstanding care, especially during this chall… https://t.co/mdI2BUFwVf","Happy National #NursesWeek to all the incredible #nurses who provide outstanding care, especially during this chall… https://t.co/mdI2BUFwVf",,,"6","22",,"en",
"Nasdaq","2020-05-06 14:12:47","1258036995911286786",".@lbmaexecutive and @Nasdaq have partnered with @TheTerminal to distribute LBMA-i Gold, Silver, Platinum and Pallad… https://t.co/9lFQfOPCiQ",".@lbmaexecutive and @Nasdaq have partnered with @TheTerminal to distribute LBMA-i Gold, Silver, Platinum and Pallad… https://t.co/9lFQfOPCiQ",,,"1","14",,"en",
"Garmin","2020-05-06 14:15:01","1258037555922178054","Read the weather like it’s an #instinct. https://t.co/7PyNydxQ9D","Read the weather like it’s an #instinct. https://t.co/7PyNydxQ9D",,,"3","41",,"en",
"SPGlobal","2020-05-06 14:15:14","1258037611827990528","From @SPGMarketIntel: Small bank balance sheets swell with #coronavirus #COVID19 relief loans:… https://t.co/UekXVPNuW3","From @SPGMarketIntel: Small bank balance sheets swell with #coronavirus #COVID19 relief loans:… https://t.co/UekXVPNuW3",,,"1","0",,"en",
"Medtronic","2020-05-06 14:24:10","1258039859232624649","We believe working in a vibrant, inclusive, and diverse environment gives our employees inspiration, energy, and cr… https://t.co/FSmZTVn0G6","We believe working in a vibrant, inclusive, and diverse environment gives our employees inspiration, energy, and cr… https://t.co/FSmZTVn0G6",,,"8","30",,"en",
"oreillyauto","2020-05-06 14:25:05","1258040092209356800","This puts the ""class"" in ""classic""! 🍸Stewart brought his 1960 Studebaker Hawk into Store #5176 in Bloomfield, CT to… https://t.co/Im5p7OTHnF","This puts the ""class"" in ""classic""! 🍸Stewart brought his 1960 Studebaker Hawk into Store #5176 in Bloomfield, CT to… https://t.co/Im5p7OTHnF",,,"0","4",,"en",
"AMETEKInc","2020-05-06 14:27:55","1258040802351218688","To all nurses, who continue to fight this pandemic and take care of the world's patients, we thank you for your eff… https://t.co/ivuJr7P7qV","To all nurses, who continue to fight this pandemic and take care of the world's patients, we thank you for your eff… https://t.co/ivuJr7P7qV",,,"0","1",,"en",
"Verizon","2020-05-06 14:28:05","1258040845598633985","Watch @Verizon's Chief Product Development Officer, Nicki Palmer, on #LinkedInLIVE discussing 5G and the Accelerate… https://t.co/rnHQJCCPsq","Watch @Verizon's Chief Product Development Officer, Nicki Palmer, on #LinkedInLIVE discussing 5G and the Accelerate… https://t.co/rnHQJCCPsq",,,"2","8",,"en",
"Amgen","2020-05-06 14:28:34","1258040965132140544","Amgen News: Today we announced positive top-line Phase 3 study results in patients with mild-to-moderate plaque… https://t.co/sRyvFpBUhm","Amgen News: Today we announced positive top-line Phase 3 study results in patients with mild-to-moderate plaque… https://t.co/sRyvFpBUhm",,,"1","12",,"en",
"bmsnews","2020-05-06 14:28:44","1258041009956585473","Great to see @fitbit's work to accelerate #AFib detection through their Fitbit Heart Study. With @pfizer, we look f… https://t.co/zzyfNzpFd2","Great to see @fitbit's work to accelerate #AFib detection through their Fitbit Heart Study. With @pfizer, we look f… https://t.co/zzyfNzpFd2",,,"3","8",,"en",
"AnthemInc","2020-05-06 14:30:00","1258041327649910784","Nutrition is a critical component of overall heath. Learn how we’re supporting our consumers and neighbors who are… https://t.co/fLt31hijpq","Nutrition is a critical component of overall heath. Learn how we’re supporting our consumers and neighbors who are… https://t.co/fLt31hijpq",,,"3","9",,"en",
"Fortinet","2020-05-06 14:30:02","1258041336365756417","NTT West has chosen #Fortinet Secure #SDWAN and SD-Branch as the foundation of its “FLET’s SDx” subscription servic… https://t.co/DS7NIZuA1e","NTT West has chosen #Fortinet Secure #SDWAN and SD-Branch as the foundation of its “FLET’s SDx” subscription servic… https://t.co/DS7NIZuA1e",,,"1","5",,"en",
"IQVIA_global","2020-05-06 14:30:04","1258041346377555970","How is the global pharmaceutical and biotech sector responding to #COVID19? Check out this @Hospital_Times article… https://t.co/OFRowWbgRi","How is the global pharmaceutical and biotech sector responding to #COVID19? Check out this @Hospital_Times article… https://t.co/OFRowWbgRi",,,"0","0",,"en",
"TRowePrice","2020-05-06 14:30:05","1258041350878048256","The main conclusion from the surveys and high frequency daily data is that China appears to be over the worst of th… https://t.co/9h3OQI5Dm6","The main conclusion from the surveys and high frequency daily data is that China appears to be over the worst of th… https://t.co/9h3OQI5Dm6",,,"0","1",,"en",
"SPGlobal","2020-05-06 14:30:12","1258041377423835136","We've updated our special report on the economic impact of the #coronavirus. Get the #EssentialIntelligence from ac… https://t.co/bVGHbYAfAj","We've updated our special report on the economic impact of the #coronavirus. Get the #EssentialIntelligence from ac… https://t.co/bVGHbYAfAj",,,"5","2",,"en",
"HCAhealthcare","2020-05-06 14:30:14","1258041384738656257","📽️: From all of us at HCA Healthcare, thank you to every nurse throughout our organization and beyond for deliverin… https://t.co/2KbT8fBNr3","📽️: From all of us at HCA Healthcare, thank you to every nurse throughout our organization and beyond for deliverin… https://t.co/2KbT8fBNr3",,,"9","23",,"en",
"MicrochipTech","2020-05-06 14:30:31","1258041459397267461","Our LAN9252 is a 2/3-port EtherCAT slave controller with 4k bytes of DPRAM, 4 SyncManagers, 3 FMMUs and a 64-bit Di… https://t.co/rp6pamXCw1","Our LAN9252 is a 2/3-port EtherCAT slave controller with 4k bytes of DPRAM, 4 SyncManagers, 3 FMMUs and a 64-bit Di… https://t.co/rp6pamXCw1",,,"2","6",,"en",
"Walgreens","2020-05-06 14:30:47","1258041524014723073","Happy Nurses Week from Walgreens. https://t.co/pDF0UBKxad","Happy Nurses Week from Walgreens. https://t.co/pDF0UBKxad",,,"6","29",,"en",
"ProcterGamble","2020-05-06 14:33:28","1258042199104720898","It’s #NationalNursesDay, and our friends @Tide are supporting nurses and other frontline healthcare workers and the… https://t.co/uHZMPDuiMY","It’s #NationalNursesDay, and our friends @Tide are supporting nurses and other frontline healthcare workers and the… https://t.co/uHZMPDuiMY",,,"5","15",,"en",
"Gartner_inc","2020-05-06 14:34:06","1258042361650843648","COVID-19 has changed the way businesses around the world operate. Gartner experts discuss the current landscape for… https://t.co/2x6AXz8IuX","COVID-19 has changed the way businesses around the world operate. Gartner experts discuss the current landscape for… https://t.co/2x6AXz8IuX",,,"5","8",,"en",
"InsidePMI","2020-05-06 14:37:16","1258043156077187077","“The pandemic is leading executives to realize that companies can’t grow, prosper or even survive without a knowled… https://t.co/dTQgl5lyAc","“The pandemic is leading executives to realize that companies can’t grow, prosper or even survive without a knowled… https://t.co/dTQgl5lyAc",,,"0","11",,"en",
"ComericaBank","2020-05-06 14:40:05","1258043864734105601","For the financial markets, much of the experience of Q1 has been unprecedented. We discuss economic recovery, long-… https://t.co/JRFdZURpqE","For the financial markets, much of the experience of Q1 has been unprecedented. We discuss economic recovery, long-… https://t.co/JRFdZURpqE",,,"0","0",,"en",
"Humana","2020-05-06 14:41:08","1258044127889043456","We’re honored to be recognized by @DiversityInc for our commitment to hiring, retaining and promoting women, minori… https://t.co/9G4Ztymm4R","We’re honored to be recognized by @DiversityInc for our commitment to hiring, retaining and promoting women, minori… https://t.co/9G4Ztymm4R",,,"3","9",,"en",
"Equinix","2020-05-06 14:45:04","1258045121603555329","#Equinix is about building connections. Read our 2019 Sustainability Report and learn how we’re investing in the em… https://t.co/osESoGYUnE","#Equinix is about building connections. Read our 2019 Sustainability Report and learn how we’re investing in the em… https://t.co/osESoGYUnE",,,"1","1",,"en",
"SPGlobal","2020-05-06 14:45:13","1258045158798614529","From @SPGMarketIntel: German housing giant @Vonovia_SE stresses resilience amid #coronavirus #COVID19 crisis:… https://t.co/YTLkpU5bI0","From @SPGMarketIntel: German housing giant @Vonovia_SE stresses resilience amid #coronavirus #COVID19 crisis:… https://t.co/YTLkpU5bI0",,,"1","1",,"en",
"Cummins","2020-05-06 14:46:39","1258045519391338499","What do sand bags, mountains and a drone all have in common? They were all part of the gradeability test for the… https://t.co/KcTyBSaAiL","What do sand bags, mountains and a drone all have in common? They were all part of the gradeability test for the… https://t.co/KcTyBSaAiL",,,"4","17",,"en",
"ANSYS","2020-05-06 14:54:16","1258047433776513024","Join us at #SimulationWorld &amp; learn how @volkswagenms used determination, ingenuity, and multiphysics simulation to… https://t.co/0q1B4aBxSF","Join us at #SimulationWorld &amp; learn how @volkswagenms used determination, ingenuity, and multiphysics simulation to… https://t.co/0q1B4aBxSF",,,"1","0",,"en",
"Gartner_inc","2020-05-06 14:54:16","1258047436141944833","We’re live. Watch Jay Wilson &amp; Kate Muhl, VP analysts in the #GartnerMKTG practice, discuss #consumer priorities in… https://t.co/Lyk2QzLa7r","We’re live. Watch Jay Wilson &amp; Kate Muhl, VP analysts in the #GartnerMKTG practice, discuss #consumer priorities in… https://t.co/Lyk2QzLa7r",,,"17","23",,"en",
"Cigna","2020-05-06 14:54:19","1258047445478580224","Today marks the first day of #NursesWeek. In the midst of our current health climate, nurses are an invaluable part… https://t.co/pDDN0X3mcE","Today marks the first day of #NursesWeek. In the midst of our current health climate, nurses are an invaluable part… https://t.co/pDDN0X3mcE",,,"4","18",,"en",
"PayPal","2020-05-06 14:54:22","1258047458359144448","Let’s continue to show support for small businesses and their employees by ordering something to-go, buying a gift… https://t.co/dPCHq7bDct","Let’s continue to show support for small businesses and their employees by ordering something to-go, buying a gift… https://t.co/dPCHq7bDct",,,"32","122",,"en",
"Paycom","2020-05-06 14:55:08","1258047650949140483","Don't get frustrated. Get more efficient and comprehensive HR technology. #HRTechnology #HR https://t.co/sDNA05w1Bq","Don't get frustrated. Get more efficient and comprehensive HR technology. #HRTechnology #HR https://t.co/sDNA05w1Bq",,,"0","0",,"en",
"Amgen","2020-05-06 14:56:33","1258048011222933505","Sound on: We’ll be sharing excerpts from this @milkeninstitute podcast, starting with this one about #COVID19. CEO… https://t.co/5oSLWybn0P","Sound on: We’ll be sharing excerpts from this @milkeninstitute podcast, starting with this one about #COVID19. CEO… https://t.co/5oSLWybn0P",,,"18","33",,"en",
"extraspace","2020-05-06 14:57:01","1258048126864293892","You'll be more productive when you can find the tools you need! Then maybe those garden gnomes will stop moving aro… https://t.co/qzDA47saY8","You'll be more productive when you can find the tools you need! Then maybe those garden gnomes will stop moving aro… https://t.co/qzDA47saY8",,,"0","0",,"en",
"Nasdaq","2020-05-06 14:58:35","1258048522760396802","As we celebrate #NationalNursesDay, we honor the health care workers who are doing everything they can to save live… https://t.co/R3bn5IXDnI","As we celebrate #NationalNursesDay, we honor the health care workers who are doing everything they can to save live… https://t.co/R3bn5IXDnI",,,"8","15",,"en",
"Google","2020-05-06 15:00:00","1258048877195857921",".@missmayim is an award-winning actor, PhD, &amp; author, but teaching her sons from home is one field that’s been diff… https://t.co/BgeSjuerl8",".@missmayim is an award-winning actor, PhD, &amp; author, but teaching her sons from home is one field that’s been diff… https://t.co/BgeSjuerl8",,,"91","552",,"en",
"netflix","2020-05-06 15:00:01","1258048883134992389","Your story is your power. 

Becoming, featuring @MichelleObama, is now on Netflix! https://t.co/md1PustSz2","Your story is your power. 

Becoming, featuring @MichelleObama, is now on Netflix! https://t.co/md1PustSz2",,,"2048","11642",,"en",
"PerkinElmer","2020-05-06 15:00:02","1258048884586274816","Want to learn more about In Vivo imaging of the influenza virus in immunized mice using IVIS®? Download this featur… https://t.co/G7500Pik6O","Want to learn more about In Vivo imaging of the influenza virus in immunized mice using IVIS®? Download this featur… https://t.co/G7500Pik6O",,,"1","4",,"en",
"Fortinet","2020-05-06 15:00:04","1258048894975475712","In the week since making our entire catalog of self-paced #NSEInstitute security courses available for free,… https://t.co/0Mmvcs77Nv","In the week since making our entire catalog of self-paced #NSEInstitute security courses available for free,… https://t.co/0Mmvcs77Nv",,,"3","6",,"en",
"UnitedRentals","2020-05-06 15:00:13","1258048933382615042","Join us May 12 to learn about safety tech that members can utilize. More info below 👇 https://t.co/1akFC8B9yd","Join us May 12 to learn about safety tech that members can utilize. More info below 👇 https://t.co/1akFC8B9yd",,,"0","0",,"en",
"InvescoUS","2020-05-06 15:00:15","1258048941075107840","As we rebuild from the pandemic, we believe residential real estate presents an attractive investment opportunity.… https://t.co/irCPe7j5MU","As we rebuild from the pandemic, we believe residential real estate presents an attractive investment opportunity.… https://t.co/irCPe7j5MU",,,"2","3",,"en",
"citrix","2020-05-06 15:00:17","1258048948704550913","Back away ... from ... the laptop ... 💻

#WFH can make us feel like we need to be online *all* the time. Which is w… https://t.co/2qYsSvdtEw","Back away ... from ... the laptop ... 💻

#WFH can make us feel like we need to be online *all* the time. Which is w… https://t.co/2qYsSvdtEw",,,"3","15",,"en",
"ZebraTechnology","2020-05-06 15:00:20","1258048960184438784","Learn key challenges and best practices for setting up temporary remote healthcare facilities from the front lines.… https://t.co/KOtD9Y0I58","Learn key challenges and best practices for setting up temporary remote healthcare facilities from the front lines.… https://t.co/KOtD9Y0I58",,,"0","1",,"en",
"grainger","2020-05-06 15:00:35","1258049023333871619","By performing campus preventive maintenance in key areas, you can help preserve existing buildings.… https://t.co/MdfJvAQhA8","By performing campus preventive maintenance in key areas, you can help preserve existing buildings.… https://t.co/MdfJvAQhA8",,,"1","2",,"en",
"IntlPaperCo","2020-05-06 15:00:39","1258049041784397832","We are proud to support the communities where we live and work. #ProudtobeIP #InvestingInPeople https://t.co/64E6fMZAPB","We are proud to support the communities where we live and work. #ProudtobeIP #InvestingInPeople https://t.co/64E6fMZAPB",,,"3","16",,"en",
"pepsi","2020-05-06 15:00:42","1258049052270346241","Stop the arguments before they even start. @pepsi and share your heated debates with #SettleTheTab https://t.co/iYvxoIFZpg","Stop the arguments before they even start. @pepsi and share your heated debates with #SettleTheTab https://t.co/iYvxoIFZpg",,,"12","88",,"en",
"Hologic","2020-05-06 15:00:42","1258049054631694337","May is #NursesMonth, and now more than ever, we recognize the vital role that nurses play in caring for patients in… https://t.co/a6vCCikhEx","May is #NursesMonth, and now more than ever, we recognize the vital role that nurses play in caring for patients in… https://t.co/a6vCCikhEx",,,"5","11",,"en",
"Target","2020-05-06 15:00:46","1258049068623896576","You have 280 characters to speak to the #Classof2020, what’s your advice? #CommencementTweet","You have 280 characters to speak to the #Classof2020, what’s your advice? #CommencementTweet",,,"53","480",,"en",
"GallagherGlobal","2020-05-06 15:00:55","1258049109996552193","We are dedicated to #BuildingConfidenceTogether. Listen as Managing Director of Food &amp; Agribusiness, Glenn Drees, s… https://t.co/irx8DZic7a","We are dedicated to #BuildingConfidenceTogether. Listen as Managing Director of Food &amp; Agribusiness, Glenn Drees, s… https://t.co/irx8DZic7a",,,"0","4",,"en",
"AEPnews","2020-05-06 15:01:00","1258049128178819074","We’re proud to support COSI Science Festival’s digital events! Check out the full schedule for a list of great inte… https://t.co/TqkXe4K274","We’re proud to support COSI Science Festival’s digital events! Check out the full schedule for a list of great inte… https://t.co/TqkXe4K274",,,"0","0",,"en",
"CabotOG","2020-05-06 15:01:14","1258049187968618498","Students at Luzerne Intermediate Unit received tablets to aid in their #StayAtHome studies with a $20,000 EITC gran… https://t.co/dOVgzaSEeI","Students at Luzerne Intermediate Unit received tablets to aid in their #StayAtHome studies with a $20,000 EITC gran… https://t.co/dOVgzaSEeI",,,"0","1",,"en",
"StateStreet","2020-05-06 15:01:27","1258049242469466112","In this interview, Francesco Squillacioti, senior managing director of securities finance, talks about the most com… https://t.co/SkiJwMjTNN","In this interview, Francesco Squillacioti, senior managing director of securities finance, talks about the most com… https://t.co/SkiJwMjTNN",,,"2","2",,"en",
"principal","2020-05-06 15:01:51","1258049344667860994","Even as we expect some small growth as businesses reopen their doors, things are still looking wary over the next c… https://t.co/CSMGHLqvEZ","Even as we expect some small growth as businesses reopen their doors, things are still looking wary over the next c… https://t.co/CSMGHLqvEZ",,,"0","3",,"en",
"WTWcorporate","2020-05-06 15:02:28","1258049499156697088","Through the #CARESAct, employers are easing access to #401k dollars. https://t.co/Z4RRIYAIMp https://t.co/TUi4TsvN3s","Through the #CARESAct, employers are easing access to #401k dollars. https://t.co/Z4RRIYAIMp https://t.co/TUi4TsvN3s",,,"0","0",,"en",
"LyondellBasell","2020-05-06 15:02:59","1258049626504138759","In celebration of #NursesDay, we thank nurses around the world. Hear some of our nurses share their passions surrou… https://t.co/cut9D11Jxt","In celebration of #NursesDay, we thank nurses around the world. Hear some of our nurses share their passions surrou… https://t.co/cut9D11Jxt",,,"1","7",,"en",
"thermofisher","2020-05-06 15:05:06","1258050163094048770","THANK YOU to the dedicated nurses for your commitment to healing, wellness, hard work, and compassionate patient ca… https://t.co/KCBW1nk3Mx","THANK YOU to the dedicated nurses for your commitment to healing, wellness, hard work, and compassionate patient ca… https://t.co/KCBW1nk3Mx",,,"1","1",,"en",
"LasVegasSands","2020-05-06 15:07:22","1258050731203940352","While @CathCharitiesLV and other nonprofits continue to protect our community, Sands is helping lighten the load, d… https://t.co/5CXgEsLOGa","While @CathCharitiesLV and other nonprofits continue to protect our community, Sands is helping lighten the load, d… https://t.co/5CXgEsLOGa",,,"1","5",,"en",
"Delta","2020-05-06 15:07:56","1258050873986514944","To all the nurses who have traveled near and far to fight against COVID-19, and to those providing care to countles… https://t.co/RLcgXdMVAW","To all the nurses who have traveled near and far to fight against COVID-19, and to those providing care to countles… https://t.co/RLcgXdMVAW",,,"84","563",,"en",
"Equinix","2020-05-06 15:12:06","1258051922621353984","Register for this webinar and learn how @Cisco's end-to-end portfolio enables SD-WAN, while @Equinix's global platf… https://t.co/blmNK0lRCt","Register for this webinar and learn how @Cisco's end-to-end portfolio enables SD-WAN, while @Equinix's global platf… https://t.co/blmNK0lRCt",,,"0","0",,"en",
"JuniperNetworks","2020-05-06 15:14:05","1258052421672218624","""Enterprises need a lot more #automation,"" says CTO, Raj Yavatkar. 

Discover the key technologies we're focused on… https://t.co/V7BJmu8uvN","""Enterprises need a lot more #automation,"" says CTO, Raj Yavatkar. 

Discover the key technologies we're focused on… https://t.co/V7BJmu8uvN",,,"1","5",,"en",
"Merck","2020-05-06 15:14:42","1258052576836288514","From our neighborhood to yours, we’re sending gratitude to every nurse on the #COVID19 front lines. This… https://t.co/wbNM4kGQZC","From our neighborhood to yours, we’re sending gratitude to every nurse on the #COVID19 front lines. This… https://t.co/wbNM4kGQZC",,,"10","44",,"en",
"SPGlobal","2020-05-06 15:15:14","1258052712786206721","From @SPGMarketIntel: Spain's banks to take further profit hit as #coronavirus #COVID19 slashes consumer lending:… https://t.co/RyqgQbjpW9","From @SPGMarketIntel: Spain's banks to take further profit hit as #coronavirus #COVID19 slashes consumer lending:… https://t.co/RyqgQbjpW9",,,"1","1",,"en",
"Lennar","2020-05-06 15:15:37","1258052806327623682","What is your favorite thing to do with your family? #quote #family https://t.co/o0kIsrdkf8","What is your favorite thing to do with your family? #quote #family https://t.co/o0kIsrdkf8",,,"0","1",,"en",
"CampbellSoupCo","2020-05-06 15:18:23","1258053503836184577","As we work to reduce our impact on the environment, an important part of our strategy is packaging sustainability.… https://t.co/TET9TiTEPP","As we work to reduce our impact on the environment, an important part of our strategy is packaging sustainability.… https://t.co/TET9TiTEPP",,,"1","8",,"en",
"nblenergy","2020-05-06 15:19:40","1258053827632214017","Thank you to all the nurses providing critical care throughout the pandemic. 

#COVID19 #Coronavirus… https://t.co/11LzvlNC17","Thank you to all the nurses providing critical care throughout the pandemic. 

#COVID19 #Coronavirus… https://t.co/11LzvlNC17",,,"1","1",,"en",
"roberthalf","2020-05-06 15:20:04","1258053928551436290","Need to hire customer service reps to work remote? Here are the responsibilities and skills you should be looking f… https://t.co/U1jL61i6ns","Need to hire customer service reps to work remote? Here are the responsibilities and skills you should be looking f… https://t.co/U1jL61i6ns",,,"1","1",,"en",
"Fiserv","2020-05-06 15:20:08","1258053944200368130","Our latest research shows more consumers than ever are ready for digital payments. https://t.co/rXDrnnvNxr","Our latest research shows more consumers than ever are ready for digital payments. https://t.co/rXDrnnvNxr",,,"3","11",,"en",
"Gartner_inc","2020-05-06 15:24:58","1258055160565239808","Gartner analyst Mary Mesaglio and her #team, who collectively have years of experience in #workingfromhome, shared… https://t.co/jh3gWqvaK0","Gartner analyst Mary Mesaglio and her #team, who collectively have years of experience in #workingfromhome, shared… https://t.co/jh3gWqvaK0",,,"0","2",,"en",
"amcorpackaging","2020-05-06 15:25:04","1258055186376994817","[WEBINAR] This Friday 8 May @12:00 CET, our VP Sustainability, @dclarkmi, and other sustainability leaders will cha… https://t.co/ML20c9k31P","[WEBINAR] This Friday 8 May @12:00 CET, our VP Sustainability, @dclarkmi, and other sustainability leaders will cha… https://t.co/ML20c9k31P",,,"1","10",,"en",
"DukeEnergy","2020-05-06 15:30:01","1258056432467030017","#EnergyEfficiencyTip while working from home: Power down your computer during breaks to avoid ""phantom"" energy use. https://t.co/aX3LQqB6a9","#EnergyEfficiencyTip while working from home: Power down your computer during breaks to avoid ""phantom"" energy use. https://t.co/aX3LQqB6a9",,,"2","11",,"en",
"IQVIA_global","2020-05-06 15:30:06","1258056454470328324",".@Linguamatics expert Paul Milligan explains how #NLP is able to capture and synthesize key info from multiple sour… https://t.co/8HjclJvsO9",".@Linguamatics expert Paul Milligan explains how #NLP is able to capture and synthesize key info from multiple sour… https://t.co/8HjclJvsO9",,,"2","8",,"en",
"TRowePrice","2020-05-06 15:30:08","1258056459239161856","How is our Asset Allocation Committee positioning our multi-asset portfolios for a post-crisis recovery in this env… https://t.co/QmZdxccnNl","How is our Asset Allocation Committee positioning our multi-asset portfolios for a post-crisis recovery in this env… https://t.co/QmZdxccnNl",,,"0","3",,"en",
"maximintegrated","2020-05-06 15:30:08","1258056461839740929","What can a #capacitor tell us? A lot about #batteries, says Maxim's Reno Rossetti. Check out his latest Power Play… https://t.co/jgQrZuxVpa","What can a #capacitor tell us? A lot about #batteries, says Maxim's Reno Rossetti. Check out his latest Power Play… https://t.co/jgQrZuxVpa",,,"1","3",,"en",
"SPGlobal","2020-05-06 15:30:13","1258056480072314886","From @SPGlobalPlatts: Portugal goes coal-free in April as demand drops 12% amid #coronavirus #COVID19 lockdown:… https://t.co/GZMk73vOGz","From @SPGlobalPlatts: Portugal goes coal-free in April as demand drops 12% amid #coronavirus #COVID19 lockdown:… https://t.co/GZMk73vOGz",,,"0","2",,"en",
"BDandCo","2020-05-06 15:30:13","1258056483826208773","For National Nurses Week and every day—you mean the world.
https://t.co/coSkGh9GWn 
#NursesWeek #YouMeanTheWorld… https://t.co/8yxEOLgB64","For National Nurses Week and every day—you mean the world.
https://t.co/coSkGh9GWn 
#NursesWeek #YouMeanTheWorld… https://t.co/8yxEOLgB64",,,"7","17",,"en",
"ROKAutomation","2020-05-06 15:31:03","1258056691393810434","Does your #cybersecurity approach address a remote workforce? It may be a good time to review priorities. Learn why… https://t.co/cWdRjCw6kM","Does your #cybersecurity approach address a remote workforce? It may be a good time to review priorities. Learn why… https://t.co/cWdRjCw6kM",,,"1","3",,"en",
"CMEGroup","2020-05-06 15:32:16","1258056998605774848","Vikash Rughani, business manager at triReduce, outlines a new approach enabling buy and sell-side participants to o… https://t.co/wo1pfmMGn8","Vikash Rughani, business manager at triReduce, outlines a new approach enabling buy and sell-side participants to o… https://t.co/wo1pfmMGn8",,,"0","1",,"en",
"Intuit","2020-05-06 15:32:53","1258057152796770305","As the makers of @QuickBooks, we’ve stood behind small businesses for decades. We’re here now with financial guidan… https://t.co/55H35ev5fr","As the makers of @QuickBooks, we’ve stood behind small businesses for decades. We’re here now with financial guidan… https://t.co/55H35ev5fr",,,"4","51",,"en",
"Cerner","2020-05-06 15:32:54","1258057155439190016","The role of the professional nurse has never been more significant. Nursing remains a constant, trusted and critica… https://t.co/P1zXYlH48z","The role of the professional nurse has never been more significant. Nursing remains a constant, trusted and critica… https://t.co/P1zXYlH48z",,,"7","11",,"en",
